Sample.ID	Organism	habitat	Org_Mor	Population_geo	R.S.	Climate	region_16S	lat	long	month	year	origin	swab	tm_max	tm_min	pre	elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	BIOME	ECO_NAME	Family	Study
SRR11791425	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	1	2017	wild	ventral	16.7438221	1.11361814	1.73448873	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791426	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	1	2017	wild	ventral	16.7438221	1.11361814	1.73448873	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791427	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	1	2017	wild	ventral	16.7438221	1.11361814	1.73448873	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791428	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	1	2017	wild	ventral	16.7438221	1.11361814	1.73448873	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791429	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	8	2016	wild	ventral	18.185297	7.11972189	227.801331	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791430	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	8	2016	wild	ventral	18.185297	7.11972189	227.801331	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791431	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	6	2016	wild	ventral	18.0840778	7.48215628	184.483765	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791432	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p3	L;S	Temperate	V3	19.67	-100.21	6	2016	wild	ventral	18.726963	7.55802393	176.989349	3127	10.5958338	12.8583336	67.6754456	183.556519	19.2999992	0.30000001	19	12.0166674	10.0666666	12.3833332	8.03333378	969	209	12	93.8012161	559	47	433	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791436	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	6	2016	wild	ventral	18.726963	7.55802393	176.989349	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791437	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	6	2016	wild	ventral	18.726963	7.55802393	176.989349	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791438	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	6	2016	wild	ventral	18.726963	7.55802393	176.989349	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791442	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791443	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791445	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	8	2016	wild	ventral	18.185297	7.11972189	227.801331	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791446	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791447	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791448	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791449	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791450	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p1	L;S	Temperate	V3	19.67	-100.26	10	2016	wild	ventral	18.0555935	5.58070135	61.694767	3170	10.3374996	11.8916664	67.1845551	178.658203	18.3999996	0.69999999	17.6999989	11.7833338	9.69999981	12.0666666	7.83333302	1008	212	13	91.7523651	574	48	441	56	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791464	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	2	2017	wild	ventral	18.636364	1.63131261	3.33439493	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR11791468	Ambystoma rivulare	Aquatic	Ambystoma rivulare_Aquatic	Ambystoma rivulare_Aquatic_p2	L;S	Temperate	V3	19.67	-100.24	6	2016	wild	ventral	18.726963	7.55802393	176.989349	3125	10.3458338	12.2249994	67.1703262	185.22049	18.6000004	0.40000001	18.2000008	11.833333	9.71666718	12.1333332	7.75	979	209	12	93.207634	562	46	434	51	Tropical & Subtropical Coniferous Forests	Trans-Mexican Volcanic Belt pine-oak forests	Ambystomatidae	PRJNA632638
SRR5202692	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp1	L (swim bladder);S	Temperate	V4	34.59935	132.815617	2	2015	wild	ventral	7.09055519	-0.01790625	44.4033356	428	13.7666664	7.76666689	25.9754734	829.27771	29.2000008	-0.69999999	29.9000015	23.6666679	6.0666666	24	3.73333335	1744	273	59	50.1998558	704	209	644	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202693	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp1	L (swim bladder);S	Temperate	V4	34.59935	132.815617	2	2015	wild	dorsal	7.09055519	-0.01790625	44.4033356	428	13.7666664	7.76666689	25.9754734	829.27771	29.2000008	-0.69999999	29.9000015	23.6666679	6.0666666	24	3.73333335	1744	273	59	50.1998558	704	209	644	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202695	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp1	L (swim bladder);S	Temperate	V4	34.59935	132.815617	2	2015	wild	dorsal	7.09055519	-0.01790625	44.4033356	428	13.7666664	7.76666689	25.9754734	829.27771	29.2000008	-0.69999999	29.9000015	23.6666679	6.0666666	24	3.73333335	1744	273	59	50.1998558	704	209	644	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202696	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp1	L (swim bladder);S	Temperate	V4	34.59935	132.815617	2	2015	wild	ventral	7.09055519	-0.01790625	44.4033356	428	13.7666664	7.76666689	25.9754734	829.27771	29.2000008	-0.69999999	29.9000015	23.6666679	6.0666666	24	3.73333335	1744	273	59	50.1998558	704	209	644	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202697	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp1	L (swim bladder);S	Temperate	V4	34.59935	132.815617	2	2015	wild	dorsal	7.09055519	-0.01790625	44.4033356	428	13.7666664	7.76666689	25.9754734	829.27771	29.2000008	-0.69999999	29.9000015	23.6666679	6.0666666	24	3.73333335	1744	273	59	50.1998558	704	209	644	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202698	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202700	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202701	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202702	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202778	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202779	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202780	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202781	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.595017	132.794717	2	2015	wild	body	7.09055519	-0.01790625	44.4033356	434	13.7333336	7.75	25.919733	828.625183	29.2000008	-0.69999999	29.9000015	23.6333332	6.0666666	23.9333344	3.70000005	1753	273	59	50.2016258	708	209	649	212	Temperate Broadleaf & Mixed Forests	Nihonkai montane deciduous forests	Cryptobranchidae	PRJNA368738
SRR5202788	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.979252	135.767602	2	2015	wild	ventral	9.70291996	1.73284841	45.9420433	39	15.645833	9.125	28.7854881	844.515625	32.4000015	0.69999999	31.7000008	25.7666664	5.51666689	26.1166668	5.51666689	1597	236	51	46.5097237	612	189	573	189	Temperate Broadleaf & Mixed Forests	Taiheiyo evergreen forests	Cryptobranchidae	PRJNA368738
SRR5202789	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.979252	135.767602	2	2015	wild	dorsal	9.70291996	1.73284841	45.9420433	39	15.645833	9.125	28.7854881	844.515625	32.4000015	0.69999999	31.7000008	25.7666664	5.51666689	26.1166668	5.51666689	1597	236	51	46.5097237	612	189	573	189	Temperate Broadleaf & Mixed Forests	Taiheiyo evergreen forests	Cryptobranchidae	PRJNA368738
SRR5202790	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.979252	135.767602	2	2015	wild	ventral	9.70291996	1.73284841	45.9420433	39	15.645833	9.125	28.7854881	844.515625	32.4000015	0.69999999	31.7000008	25.7666664	5.51666689	26.1166668	5.51666689	1597	236	51	46.5097237	612	189	573	189	Temperate Broadleaf & Mixed Forests	Taiheiyo evergreen forests	Cryptobranchidae	PRJNA368738
SRR5202791	Andrias japonicus	Aquatic	Andrias japonicus_Aquatic	Andrias japonicus_Aquatic_sp2	L (swim bladder);S	Temperate	V4	34.979252	135.767602	2	2015	wild	dorsal	9.70291996	1.73284841	45.9420433	39	15.645833	9.125	28.7854881	844.515625	32.4000015	0.69999999	31.7000008	25.7666664	5.51666689	26.1166668	5.51666689	1597	236	51	46.5097237	612	189	573	189	Temperate Broadleaf & Mixed Forests	Taiheiyo evergreen forests	Cryptobranchidae	PRJNA368738
SP207	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP208	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP209	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP210	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP213	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP214	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP216	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP217	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP218	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP219	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP220	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	18.773	-97.0952	9	2019	wild	body	22.406847	12.0403843	190.809128	2102	13.8999996	10.7166672	63.0392151	183.104553	22.6000004	5.59999991	17	14.8166666	12.3666668	15.9666672	11.4666672	1302	228	25	74.6906891	650	96	322	122	Tropical & Subtropical Coniferous Forests	Sierra Madre de Oaxaca pine-oak forests	Plethodontidae	ANGEL_2
SP221	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	19.431	-97.083	9	2019	wild	body	22.5063019	12.7981978	207.437759	1984	14.1000004	11.6833334	63.496376	198.116135	22.7000008	4.30000019	18.4000015	15.3166666	12.25	16.1833344	11.3833332	1230	221	38	61.2198982	542	130	301	145	Tropical & Subtropical Moist Broadleaf Forests	Oaxacan montane forests	Plethodontidae	ANGEL_2
SP224	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	19.431	-97.083	9	2019	wild	body	22.5063019	12.7981978	207.437759	1984	14.1000004	11.6833334	63.496376	198.116135	22.7000008	4.30000019	18.4000015	15.3166666	12.25	16.1833344	11.3833332	1230	221	38	61.2198982	542	130	301	145	Tropical & Subtropical Moist Broadleaf Forests	Oaxacan montane forests	Plethodontidae	ANGEL_2
SP228	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	19.431	-97.083	9	2019	wild	body	22.5063019	12.7981978	207.437759	1984	14.1000004	11.6833334	63.496376	198.116135	22.7000008	4.30000019	18.4000015	15.3166666	12.25	16.1833344	11.3833332	1230	221	38	61.2198982	542	130	301	145	Tropical & Subtropical Moist Broadleaf Forests	Oaxacan montane forests	Plethodontidae	ANGEL_2
SP232	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	19.431	-97.083	9	2019	wild	body	22.5063019	12.7981978	207.437759	1984	14.1000004	11.6833334	63.496376	198.116135	22.7000008	4.30000019	18.4000015	15.3166666	12.25	16.1833344	11.3833332	1230	221	38	61.2198982	542	130	301	145	Tropical & Subtropical Moist Broadleaf Forests	Oaxacan montane forests	Plethodontidae	ANGEL_2
SP239	Aquiloeurycea cafetalera	Terrestrial	Aquiloeurycea cafetalera_Terrestrial	Aquiloeurycea cafetalera_Terrestrial	S	Temperate	V4	19.431	-97.083	9	2019	wild	body	22.5063019	12.7981978	207.437759	1984	14.1000004	11.6833334	63.496376	198.116135	22.7000008	4.30000019	18.4000015	15.3166666	12.25	16.1833344	11.3833332	1230	221	38	61.2198982	542	130	301	145	Tropical & Subtropical Moist Broadleaf Forests	Oaxacan montane forests	Plethodontidae	ANGEL_2
