Sample.ID	Organism	habitat	Org_Mor	Population_geo	R.S.	Climate	region_16S	lat	long	month	year	origin	swab	tm_max	tm_min	pre	elevation	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	BIOME	ECO_NAME	Family	Study
SRR5202606	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	4	2015	wild	ventral	17.8976631	7.69166327	99.0330582	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202608	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	4	2015	wild	ventral	17.8976631	7.69166327	99.0330582	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202614	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	4	2015	wild	ventral	17.8976631	7.69166327	99.0330582	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202616	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202617	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202618	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202620	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202622	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202624	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202625	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202626	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202627	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202628	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202629	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202630	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202631	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202633	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	3	2015	wild	ventral	14.6947041	5.7191596	60.0468254	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202639	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	2	2015	wild	ventral	10.8928156	4.67319775	134.082443	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR5202640	Lissotriton boscai	Terrestrial	Lissotriton boscai_Terrestrial	Lissotriton boscai_Terrestrial_p1	L;S	Temperate	V4	43.222778	-8.423333	2	2015	wild	ventral	10.8928156	4.67319775	134.082443	489	12.0458336	7.74166679	43.0092621	378.450531	22.2999992	4.30000019	18	8.61666679	16.7166672	17.0666656	7.8499999	1547	215	41	43.0588684	590	165	199	584	Temperate Broadleaf & Mixed Forests	Cantabrian mixed forests	Salamandridae	PRJNA368730
SRR3492805	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492810	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492811	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492812	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492813	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492814	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492815	Lissotriton helveticus	Aquatic	Lissotriton helveticus_Aquatic	Lissotriton helveticus_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492522	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492523	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492524	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492525	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492526	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492527	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492528	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492529	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492530	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492531	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492532	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492782	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	3	2015	wild	ventral	9.14141369	0.74931252	57.9461403	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492783	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	3	2015	wild	ventral	9.14141369	0.74931252	57.9461403	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492784	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492785	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492786	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492787	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492788	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p1	L;S	Temperate	V4	52.2602777	10.58194	3	2015	wild	ventral	10.2057743	1.83530211	49.3742371	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492789	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	3	2015	wild	ventral	9.14141369	0.74931252	57.9461403	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492790	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	3	2015	wild	ventral	9.14141369	0.74931252	57.9461403	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492791	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	3	2015	wild	ventral	9.14141369	0.74931252	57.9461403	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492792	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	5	2015	wild	ventral	16.5657539	6.28124619	26.5040684	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492793	Lissotriton vulgaris	Aquatic	Lissotriton vulgaris_Aquatic	Lissotriton vulgaris_Aquatic_p2	L;S	Temperate	V4	52.213611	10.83055	5	2015	wild	ventral	16.5657539	6.28124619	26.5040684	242	8.0625	7.625	31.770834	620.502441	21.6000004	-2.4000001	24	15.7833328	3.5333333	15.7833328	0.64999992	713	74	45	13.7843237	207	151	207	171	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492823	Lissotriton vulgaris	Terrestrial	Lissotriton vulgaris_Terrestrial	Lissotriton vulgaris_Terrestrial_p1	L;S	Temperate	V4	52.2602777	10.58194	5	2015	wild	ventral	18.0655365	7.56303835	24.1159306	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492824	Lissotriton vulgaris	Terrestrial	Lissotriton vulgaris_Terrestrial	Lissotriton vulgaris_Terrestrial_p1	L;S	Temperate	V4	52.2602777	10.58194	5	2015	wild	ventral	18.0655365	7.56303835	24.1159306	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR3492825	Lissotriton vulgaris	Terrestrial	Lissotriton vulgaris_Terrestrial	Lissotriton vulgaris_Terrestrial_p1	L;S	Temperate	V4	52.2602777	10.58194	5	2015	wild	ventral	18.0655365	7.56303835	24.1159306	78	9.25	7.58333349	31.3360882	631.408936	22.7999992	-1.39999998	24.1999989	17.1166668	2.4333334	17.1166668	1.66666675	598	69	34	17.166853	183	126	183	131	Temperate Broadleaf & Mixed Forests	Central European mixed forests	Salamandridae	PRJNA320969
SRR12533586	Notophthalmus viridescens	Aquatic	Notophthalmus viridescens_Aquatic	Notophthalmus viridescens_Aquatic_p	L;S	Temperate	V4	37.37418	-80.52169	7	2018	wild	body	25.614008	14.4499636	156.399033	1202	8.75	10.7166672	34.2385521	767.729858	24.2000008	-7.09999991	31.3000011	16.1499996	-0.96666664	17.916666	-0.96666664	1157	114	82	10.4360151	322	251	303	251	Temperate Broadleaf & Mixed Forests	Appalachian-Blue Ridge forests	Salamandridae	PRJNA659464
SRR12533587	Notophthalmus viridescens	Aquatic	Notophthalmus viridescens_Aquatic	Notophthalmus viridescens_Aquatic_p	L;S	Temperate	V4	37.37418	-80.52169	7	2018	wild	body	25.614008	14.4499636	156.399033	1202	8.75	10.7166672	34.2385521	767.729858	24.2000008	-7.09999991	31.3000011	16.1499996	-0.96666664	17.916666	-0.96666664	1157	114	82	10.4360151	322	251	303	251	Temperate Broadleaf & Mixed Forests	Appalachian-Blue Ridge forests	Salamandridae	PRJNA659464
SRR12533590	Notophthalmus viridescens	Aquatic	Notophthalmus viridescens_Aquatic	Notophthalmus viridescens_Aquatic_p	L;S	Temperate	V4	38.89604	-78.150188	10	2018	wild	body	19.3407993	8.57242966	131.087097	323	11.6833334	12.4000006	35.0282478	856.980225	29.5	-5.9000001	35.4000015	20.0499992	0.88333339	22.0666676	0.88333339	1026	101	68	13.3050747	296	208	287	208	Temperate Broadleaf & Mixed Forests	Appalachian-Blue Ridge forests	Salamandridae	PRJNA659464
SRR12533592	Notophthalmus viridescens	Aquatic	Notophthalmus viridescens_Aquatic	Notophthalmus viridescens_Aquatic_p	L;S	Temperate	V4	38.89604	-78.150188	10	2018	wild	body	19.3407993	8.57242966	131.087097	323	11.6833334	12.4000006	35.0282478	856.980225	29.5	-5.9000001	35.4000015	20.0499992	0.88333339	22.0666676	0.88333339	1026	101	68	13.3050747	296	208	287	208	Temperate Broadleaf & Mixed Forests	Appalachian-Blue Ridge forests	Salamandridae	PRJNA659464
