Sample.ID,Organism,habitat,Org_Mor,Population_geo,R.S.,Climate,region_16S,lat,long,month,year,origin,swab,tm_max,tm_min,pre,elevation,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,BIOME,ECO_NAME,Family,Study,pielou_evenness,faith_pd,observed_features,shannon_entropy,Sample_id
N18_V4_PF_D,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,dorsal,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.822106378,126.0979423,370,7.013703114,N18_V4_PF_D
N18_V4_PF_V,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,ventral,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.799199757,139.4383481,372,6.824493645,N18_V4_PF_V
N19_V4_JP_D_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,dorsal,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.731561215,94.0445845,202,5.602450498,N19_V4_JP_D_M
N19_V4_JP_V_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,ventral,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.718996947,76.64159771,179,5.380840698,N19_V4_JP_V_M
N2_V4_PF_V,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,ventral,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.86087097,142.0312149,418,7.495912704,N2_V4_PF_V
N20_V4_JP_D_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,dorsal,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.681875823,99.63756474,214,5.278719169,N20_V4_JP_D_M
N20_V4_JP_V_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,ventral,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.755072191,89.31223111,208,5.81438789,N20_V4_JP_V_M
N21_V4_JP_D_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,dorsal,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.688636995,59.68957211,115,4.714057697,N21_V4_JP_D_M
N21_V4_JP_V_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,ventral,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.659208672,57.15551716,130,4.629205761,N21_V4_JP_V_M
N22_V4_JP_V_M,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p1,L;S,Temperate,V4,44.36138,-123.38121,6,2013,wild,ventral,22.6848316,10.3065882,36.0599289,121,11.1333332,11.3499994,44.1634254,523.581787,26.7999992,1.10000002,25.6999989,5.44999981,17.5499992,17.8666668,5.01666641,1472,263,16,71.6786728,727,82,86,677,Temperate Broadleaf & Mixed Forests,Willamette Valley forests,Salamandridae,eLife.53898,0.667756034,70.1452935,143,4.781047286,N22_V4_JP_V_M
N4_V4_PF_D,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,dorsal,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.860006769,146.8665222,415,7.479450942,N4_V4_PF_D
N7_V4_PF_D,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,dorsal,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.62617848,59.27092928,122,4.339878572,N7_V4_PF_D
N7_V4_PF_V,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,ventral,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.654200764,64.26126914,136,4.636623603,N7_V4_PF_V
N8_V4_PF_V,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,ventral,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.653090915,50.16562442,98,4.320006905,N8_V4_PF_V
N9_V4_PF_D,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,dorsal,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.675290898,63.43921436,144,4.841785095,N9_V4_PF_D
N9_V4_PF_V,Taricha granulosa,Aquatic,Taricha granulosa_Aquatic,Taricha granulosa_Aquatic_p2,L;S,Temperate,V4,48.499,-117.00572,9,2016,wild,ventral,19.9384594,4.28443527,29.4416332,951,6.10416651,11.8916664,34.9754906,796.807434,26.2000008,-7.80000019,34,-2.9333334,15.4499998,16,-3.5666666,792,108,34,38.6595726,310,110,130,277,Temperate Conifer Forests,North Central Rockies forests,Salamandridae,eLife.53898,0.714203183,85.08061003,214,5.528980362,N9_V4_PF_V
O031_ER8125-1_S31,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.442610396,50.8561763,96,2.914572858,SRR18457887
O033_ER8125-1_S33,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.494451922,91.46882982,216,3.834419027,SRR18457885
O034_ER8125-1_S34,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.855303408,168.2316357,546,7.777066169,SRR18457884
O037_ER8125-1_S37,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.765750441,180.8448204,602,7.070648342,SRR18457880
O042_ER8125-1_S42,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.59637837,105.2833233,305,4.921711155,SRR18457875
O043_ER8125-1_S43,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.507831873,91.01751534,230,3.984189906,SRR18457874
O045_ER8125-1_S45,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.429557582,65.33751452,126,2.997143494,SRR18457872
O047_ER8125-1_S47,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.462943005,61.64940579,120,3.197496689,SRR18457869
O048_ER8125-1_S48,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.585470063,137.0236053,381,5.019613757,SRR18457868
O053_ER8125-1_S52,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po,L;S,Temperate,V4,19.5158333,-99.4766667,7,2019,wild,body,17.7070427,6.98793745,90.2229767,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.487422433,101.2053375,236,3.842177056,SRR18457864
O094_ER8125-1_S91,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.637336364,115.7534289,308,5.268723677,SRR18457863
O096_ER8125-1_S93,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.643935767,107.752587,259,5.162309597,SRR18457861
O100_ER8125-1_S97,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.605353137,59.48871033,138,4.303167581,SRR18458132
O101_ER8125-1_S98,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.531852863,111.2109696,297,4.368809138,SRR18458131
O104_ER8125-1_S101,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.42815625,48.59443973,105,2.874746185,SRR18458128
O105_ER8125-1_S102,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.437478024,68.27921539,143,3.132286365,SRR18458127
O106_ER8125-1_S103,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.570226687,71.9818662,162,4.185378349,SRR18458126
O109_ER8125-1_S106,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.914244316,190.6006818,568,8.365104298,SRR18458122
O113_ER8125-1_S110,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.511210556,78.27999232,150,3.695448419,SRR18458118
O114_ER8125-1_S111,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.499608549,85.18542873,198,3.811691789,SRR18458117
O115_ER8125-1_S112,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.60106574,76.35131503,161,4.406362975,SRR18458116
O116_ER8125-1_S113,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.661723847,116.9986052,339,5.561882543,SRR18458115
O117_ER8125-1_S114,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po2,L;S,Temperate,V4,19.5158333,-99.4766667,10,2019,wild,body,16.1601524,5.01983213,180.750626,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.508774451,72.81813281,178,3.803462173,SRR18458113
O148_ER8125-1_S140,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po3,L;S,Temperate,V4,19.5158333,-99.4766667,1,2020,wild,body,14.6693487,-0.01718059,19.9821529,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.459984315,69.95672804,151,3.329552649,SRR18458105
O149_ER8125-2_S4,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po3,L;S,Temperate,V4,19.5158333,-99.4766667,1,2020,wild,body,14.6693487,-0.01718059,19.9821529,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.455619205,47.57560838,93,2.979366342,SRR18458042
O150_ER8125-1_S141,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po3,L;S,Temperate,V4,19.5158333,-99.4766667,1,2020,wild,body,14.6693487,-0.01718059,19.9821529,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.451206527,62.72160607,119,3.110986775,SRR18458070
O152_ER8125-1_S142,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po3,L;S,Temperate,V4,19.5158333,-99.4766667,1,2020,wild,body,14.6693487,-0.01718059,19.9821529,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.681792115,123.2595799,346,5.750663015,SRR18458104
O154_ER8125-1_S144,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po3,L;S,Temperate,V4,19.5158333,-99.4766667,1,2020,wild,body,14.6693487,-0.01718059,19.9821529,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.418549737,48.82242122,97,2.762391786,SRR18457974
O156_ER8125-1_S146,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po3,L;S,Temperate,V4,19.5158333,-99.4766667,1,2020,wild,body,14.6693487,-0.01718059,19.9821529,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.59520401,94.69712335,258,4.768314588,SRR18457972
O243_ER8125-2_S12,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po4,L;S,Temperate,V4,19.5158333,-99.4766667,4,2020,wild,body,19.248642,4.8893404,62.4014397,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.832984642,161.7001431,451,7.344411947,SRR18458040
O245_ER8125-2_S14,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po4,L;S,Temperate,V4,19.5158333,-99.4766667,4,2020,wild,body,19.248642,4.8893404,62.4014397,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.902366106,184.2566161,531,8.168730582,SRR18457962
O249_ER8125-2_S18,Ambystoma altamirani,Aquatic,Ambystoma altamirani_Aquatic,Ambystoma altamirani_Aquatic_po4,L;S,Temperate,V4,19.5158333,-99.4766667,4,2020,wild,body,19.248642,4.8893404,62.4014397,3460,10.0458336,12.8416662,71.7411575,153.674072,18.2999992,0.40000001,17.8999996,11.1499996,7.86666679,11.5,7.86666679,1101,217,15,88.7748642,610,53,480,53,Tropical & Subtropical Coniferous Forests,Trans-Mexican Volcanic Belt pine-oak forests,Ambystomatidae,PRJNA819099,0.923138335,198.3543723,647,8.619916734,SRR18457961
