Sample.ID,Organism,habitat,Org_Mor,Population_geo,R.S.,Climate,region_16S,lat,long,month,year,origin,swab,tm_max,tm_min,pre,elevation,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,BIOME,ECO_NAME,Family,Study,pielou_evenness,faith_pd,observed_features,shannon_entropy,Sample_id
SRR14601321,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.794417297,107.2988592,311,6.578387533,SRR14601555
SRR14601322,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.8687866,121.8697493,316,7.214213445,SRR14601556
SRR14601323,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.811432256,112.5593757,309,6.711731901,SRR14601557
SRR14601325,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.258352108,45.78750782,88,1.668807774,SRR14601558
SRR14601327,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.236045535,22.33353116,31,1.16941592,SRR14601273
SRR14601329,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.333091427,66.83300534,137,2.364293635,SRR14601277
SRR14601330,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.455431165,62.6674367,122,3.156473777,SRR14601290
SRR14601332,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.453220726,45.11426649,109,3.067481415,SRR14601302
SRR14601333,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.907235686,117.0920601,376,7.761028289,SRR14601401
SRR14601334,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.454851385,58.29286339,155,3.30955526,SRR14601419
SRR14601335,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.320703123,47.0012535,112,2.183139983,SRR14601421
SRR14601337,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.874144722,123.7192026,332,7.320996517,SRR14601440
SRR14601339,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.806402296,115.2129865,330,6.746621444,SRR14601444
SRR14601340,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.812472178,168.6432163,463,7.194334205,SRR14601451
SRR14601348,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.39451888,68.43895521,153,2.863176521,SRR14601525
SRR14601349,Taricha torosa,Terrestrial,Taricha torosa_Terrestrial,Taricha torosa_Terrestrial_p,L;S,Temperate,V4,37.3254394,-122.178471,12,2018,wild,dorsal,14.5158749,5.01090622,111.638603,626,13.5458336,11.708333,52.2693443,420.705322,26.2999992,3.9000001,22.3999996,8.9333334,18.2999992,19.1000004,8.9333334,971,197,3,91.764801,516,14,21,516,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.883362413,65.76480297,209,6.808391362,SRR14601549
SRR14601351,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,12,2018,wild,dorsal,14.8141146,6.46552086,148.723663,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.88711105,120.9329972,374,7.582044516,SRR14601552
SRR14601353,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,12,2018,wild,dorsal,14.8141146,6.46552086,148.723663,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.206536448,39.50657229,60,1.219988202,SRR14601274
SRR14601357,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,12,2018,wild,dorsal,14.8141146,6.46552086,148.723663,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.559296142,65.82213754,166,4.124831098,SRR14601293
SRR14601365,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,12,2018,wild,dorsal,14.8141146,6.46552086,148.723663,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.913648216,124.91073,394,7.877522262,SRR14601296
SRR14601367,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,12,2018,wild,dorsal,14.8141146,6.46552086,148.723663,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.881781893,102.9656467,325,7.357849041,SRR14601301
SRR14601369,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,12,2018,wild,dorsal,14.8141146,6.46552086,148.723663,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.936442252,162.4876993,570,8.572958483,SRR14601303
SRR14601372,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.935963374,144.2021749,514,8.428934739,SRR14601304
SRR14601374,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.858770277,121.5337787,290,7.024662797,SRR14601351
SRR14601375,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.919811902,136.7213944,451,8.109966475,SRR14601365
SRR14601376,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.939531096,142.0712732,512,8.455779868,SRR14601367
SRR14601378,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.881481088,142.5253417,366,7.506428361,SRR14601382
SRR14601379,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.879125267,137.8602809,431,7.69370351,SRR14601386
SRR14601381,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.83473628,63.08962865,176,6.226658199,SRR14601399
SRR14601382,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.30320907,35.3619809,70,1.858454202,SRR14601404
SRR14601384,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.90007924,122.9556192,395,7.763821461,SRR14601320
SRR14601386,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.896200306,190.3497227,507,8.053114291,SRR14601423
SRR14601389,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9882825,-122.81202,11,2018,wild,dorsal,19.3817005,7.54039908,207.424286,27,13.2958336,10.708333,63.7400818,243.202652,22.3999996,5.59999991,16.7999992,10.1833334,15.6333332,16.1166668,10.1833334,1048,214,3,92.0491791,571,14,20,571,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.765293364,121.2811477,371,6.531989604,SRR14601425
SRR14601394,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.893184597,138.6929192,461,7.903453714,SRR14601427
SRR14601399,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.728072041,82.77367112,229,5.7075051,SRR14601430
SRR14601401,Taricha granulosa,Terrestrial,Taricha granulosa_Terrestrial,Taricha granulosa_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Salamandridae,PRJNA731185,0.630052967,77.66832529,181,4.725300157,SRR14601432
SRR14601402,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.847392944,125.2575165,326,7.07465333,SRR14601435
SRR14601404,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii oreg_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.887134154,128.0249506,305,7.321221367,SRR14601436
SRR14601412,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.775692311,80.36690097,210,5.983880935,SRR14601437
SRR14601413,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.908461866,103.9263132,261,7.293046465,SRR14601442
SRR14601414,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.9975352,-122.758222,11,2018,wild,dorsal,19.0134754,7.41326237,220.968155,88,13.5333338,11.3833332,60.2292786,297.690613,23.8999996,5,18.8999996,9.78333283,16.5333328,17.083334,9.78333283,1075,223,2,94.2755737,597,12,17,597,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,Plethodontidae,PRJNA731185,0.861197809,140.5626412,317,7.15512337,SRR14601461
SRR14601415,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.869084509,81.91957592,202,6.655632963,SRR14601464
SRR14601419,Taricha granulosa,Terrestrial,Taricha granulosa_Terrestrial,Taricha granulosa_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.902175892,128.2602,319,7.50376914,SRR14601465
SRR14601421,Taricha granulosa,Terrestrial,Taricha granulosa_Terrestrial,Taricha granulosa_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Salamandridae,PRJNA731185,0.912644571,142.7334881,410,7.921280395,SRR14601469
SRR14601423,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii xan_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.890913323,111.8521642,286,7.269738086,SRR14601473
SRR14601425,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii xan_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.878259055,88.57177801,249,6.990943773,SRR14601476
SRR14601427,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii xan_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.675812935,102.7058794,283,5.50426539,SRR14601478
SRR14601429,Batrachoseps attenuatus,Terrestrial,Batrachoseps attenuatus_Terrestrial,Batrachoseps attenuatus_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.878696205,120.1884076,377,7.520251806,SRR14601480
SRR14601430,Ensatina eschscholtzii,Terrestrial,Ensatina eschscholtzii_Terrestrial,Ensatina eschscholtzii xan_Terrestrial_p,L;S,Temperate,V4,37.423492,-122.360244,10,2018,wild,dorsal,22.1709824,10.6262112,24.0922699,433,13.1499996,10.6333332,58.1056442,306.408814,23.2000008,4.9000001,18.3000011,9.80000019,16.333334,17.1166668,9.80000019,936,186,3,89.5641251,486,14,20,486,Temperate Conifer Forests,Northern California coastal forests,Plethodontidae,PRJNA731185,0.923680152,122.5833506,391,7.953832694,SRR14601481
